objectid,creator,culture,date,title,materials,measurements,credit,web_address,location,description,alternate_number,type,filename,format
JSMAIHL.0370,Utagawa Hiroshige III,Japanese,1877,Wild Geese Hunting in Iyo Province from the series Dai Nippon Bussan Zue (Products of Greater Japan),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214595;type=101,Japan,Andō Tokubei / no seal; First edition date: 1877; Genre:nishiki-e; kaika-e,,Image;StillImage,ihl-0370.jpg,image/jpeg
JSMAIHL.0371,Utagawa Hiroshige III,Japanese,1877,Charcoal Making in Izu Province from the series Dai Nippon Bussan Zue (Products of Greater Japan),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214596;type=101,Japan,Hiroshige hitsu / no seal; First edition date: 1877; Genre:nishiki-e; kaika-e,,Image;StillImage,ihl-0371.jpg,image/jpeg
JSMAIHL.0372,Utagawa Hiroshige III,Japanese,1877,Silkworm Culture in Iwaki Province (figure 4) from the series Dai Nippon Bussan Zue (Products of Greater Japan),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214597;type=101,Japan,no signature / no seal; First edition date: 1877; Genre:nishiki-e; kaika-e,,Image;StillImage,ihl-0372.jpg,image/jpeg
JSMAIHL.0373,Utagawa Hiroshige III,Japanese,1877,Manufacturing Bamboo Work in Suruga Province from the series Dai Nippon Bussan Zue (Products of Greater Japan),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214598;type=101,Japan,no signature / no seal; First edition date: 1877; Genre:nishiki-e; kaika-e,,Image;StillImage,ihl-0373.jpg,image/jpeg
JSMAIHL.0374,Utagawa Hiroshige III,Japanese,1877,Catching Yellowtail in Tango Province from the series Dai Nippon Bussan Zue (Products of Greater Japan) (see IHL Cat. #1498),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214599;type=101,Japan,Hiroshige hitsu / no seal; First edition date: 1877; Genre:nishiki-e; kaika-e,,Image;StillImage,ihl-0374.jpg,image/jpeg
JSMAIHL.0378,Kobayashi Kiyochika,Japanese,c. 1880,"Distant view of Eitai Bridge, Mitsumata from the series Famous Views of Tokyo",,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214600;type=101,Japan,Kobayashi Kiyochika hitsu / no seal; First edition date: c. 1880; Genre:ukiyo-e; meisho-e,,Image;StillImage,ihl-0378.jpg,image/jpeg
JSMAIHL.0379,Kobayashi Kiyochika,Japanese,1894,"Pulling the Necks from the series Long Live Japan: One Hundred Victories, One Hundred Laughs",,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214601;type=101,Japan,Kiyochika / Kobayashi; First edition date: 1894; Genre:senso-e; fūshiga; giga,,Image;StillImage,ihl-0379.jpg,image/jpeg
JSMAIHL.0380,Kobayashi Kiyochika,Japanese,1895,"Hell is Booming from the series Long Live Japan: One Hundred Victories, One Hundred Laughs",,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214602;type=101,Japan,Kiyochika / Kiyo; First edition date: 1895; Genre:senso-e; fūshiga; giga,,Image;StillImage,ihl-0380.jpg,image/jpeg
JSMAIHL.0381,Utagawa Hiroshige III,Japanese,1877,Papermaking in Suruga Province from the series Dai Nippon Bussan Zue (Products of Greater Japan),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214603;type=101,Japan,no signature / no seal; First edition date: 1877; Genre:nishiki-e; kaika-e,,Image;StillImage,ihl-0381.jpg,image/jpeg
JSMAIHL.0383,Yōshū Chikanobu,Japanese,1894,Illustration of the Celebration of the Silver Wedding Anniversary (triptych),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214604;type=101,Japan,Yōshū Chikanobu / no seal; First edition date: 1894; Genre:ukiyo-e; kaika-e,,Image;StillImage,ihl-0383.jpg,image/jpeg
JSMAIHL.0384,Yōshū Chikanobu,Japanese,1885,"Sagami, Flowers of Yokoyama, Princess Terute and Oguri Hangan, No. 48 from the series Snow, Moon, Flowers",,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214605;type=101,Japan,Yōshū Chikanobu hitsu / Toshidama; First edition date: 1885; Genre:ukiyo-e; monogatari-e,,Image;StillImage,ihl-0384.jpg,image/jpeg
JSMAIHL.0385,Yōshū Chikanobu,Japanese,1885,"Edo, Snow on Narihira Bridge in Hongo, Courtesans of the Arimaya, Clamseller Yokichi, and Onogawa Kisaburo No. 41 from the series Snow, Moon, Flowers",,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214606;type=101,Japan,Yōshū Chikanobu hitsu / Toshidama; First edition date: 1885; Genre:ukiyo-e; monogatari-e,,Image;StillImage,ihl-0385.jpg,image/jpeg
JSMAIHL.0388,unread (possibly Gyokuhô),Japanese,1904,Great Naval Battle of Port Arthur – A Desperate Warship Hit by One of Our Torpedoes (triptych),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214607;type=101,Japan,ōju Gyokuhō / no seal; First edition date: 1904; Genre:ukiyo-e; sensoe,,Image;StillImage,ihl-0388.jpg,image/jpeg
JSMAIHL.0401,,Japanese,1874,"Family of Thieves, No. 822 Tokyo Nichi Nichi Shinbun",,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214608;type=101,Japan,Ikkeisai Yoshiiku ga / Yoshiiku; First edition date: 1874; Genre:ukiyo-e; nishiki-e shinbun,,Image;StillImage,ihl-0401.jpg,image/jpeg
JSMAIHL.0402,,Japanese,1875,"Double-take Holdup, No. 944 Tokyo Nichi Nichi Shinbun",,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214609;type=101,Japan,Keisai Yoshiiku / no seal; First edition date: 1875; Genre:ukiyo-e; nishiki-e shinbun,,Image;StillImage,ihl-0402.jpg,image/jpeg
JSMAIHL.0408,,Japanese,1874,"Showing the Flag, No. 849 Tokyo Nichi Nichi Shinbun",,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214610;type=101,Japan,Keisai Yoshiiku/ Yoshiiku ; First edition date: 1874; Genre:ukiyo-e; nishiki-e shinbun,,Image;StillImage,ihl-0408.jpg,image/jpeg
JSMAIHL.0420,,Japanese,1874,"Woman Cuts Off Lover's Nose, No. 892 Tokyo Nichi Nichi Shinbun",,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214611;type=101,Japan,Keisai Yoshiiku/ Yoshiiku ; First edition date: 1874; Genre:ukiyo-e; nishiki-e shinbun,,Image;StillImage,ihl-0420.jpg,image/jpeg
JSMAIHL.0421,,Japanese,1874,"Married in Next World, No. 862 Tokyo Nichi Nichi Shinbun",,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214612;type=101,Japan,Keisai Yoshiiku/ Yoshiiku ; First edition date: 1874; Genre:ukiyo-e; nishiki-e shinbun,,Image;StillImage,ihl-0421.jpg,image/jpeg
JSMAIHL.0429,"Toshishige, Tominaga
and Kobayashi Toshimitsu",Japanese,1883 or 1888,Yuchūkan repairing the manners/world of men from the series Brocade Pictures for Moral Education,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214613;type=101,Japan,"Toshishige ga, Toshichika and Toshimitsu kō / no seals; First edition date: 1883; Genre:ukiyo-e; kyōiku nishiki-e",,Image;StillImage,ihl-0429.jpg,image/jpeg
JSMAIHL.0430,Toschika and Toshimitsu,Japanese,1883 or 1888,Tame/reject wildness/violence with the sincere spirit of a filial child from the series Brocade Pictures for Moral Education,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214614;type=101,Japan,Toshichika ga and Toshimitsu kō / no seals; First edition date: 1883 ; Genre:ukiyo-e; kyōiku nishiki-e,,Image;StillImage,ihl-0430.jpg,image/jpeg
JSMAIHL.0431,"水野年方 Mizuno Toshikata
富永年親 Tominaga Toshichika",Japanese,1883 or 1888,Reform/rectify the ruler’s errors with tactful humor from the series Brocade Pictures for Moral Education,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214615;type=101,Japan,"応需年方画 (年方)
ōju Toshikata ga / Toshikata) and 
年親校 Toshichika kō / no seal; First edition date: 1883 ; Genre:ukiyo-e; kyōiku nishiki-e",,Image;StillImage,ihl-0431.jpg,image/jpeg
JSMAIHL.0432,HASEGAWA Chikuyō,Japanese,1881,Panoramic Map of Toshogu Shrine in Nikko (triptych),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214616;type=101,Japan,Hasegawa Chikuyō hitsu / yin-yang symbol; First edition date: 1881; Genre:ukiyo-e;keidai-ga,,Image;StillImage,ihl-0432.jpg,image/jpeg
JSMAIHL.0433,UTAGAWA Fusatane,Japanese,1888,Meiji 21st season abridged calendar,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214617;type=101,Japan,Ōsai Fusatane hitsu / no seal; First edition date: 1888; Genre:ukiyo-e; ryakureki,,Image;StillImage,ihl-0433.jpg,image/jpeg
JSMAIHL.0443,Kobayashi Kiyochika,Japanese,1895,Illustration of a Visit by the Empress to the General Staff Headquarters (triptych),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214618;type=101,Japan,Kiyochika / kiyo and chika; First edition date: 1895; Genre:ukiyo-e; senso-e,,Image;StillImage,ihl-0443.jpg,image/jpeg
JSMAIHL.0444,,Japanese,September 1894,"Naval Officers Discussing the Battle Strategy for the Invasion of China
(triptych)",,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214619;type=101,Japan,ōju Toshikata e / Ōsai shujin; First edition date: September 1894; Genre:ukiyo-e; senso-e,,Image;StillImage,ihl-0444.jpg,image/jpeg
JSMAIHL.0445,Yōshū Chikanobu,Japanese,1877,The Arraignment of Ōyama Tsunayoshi (triptych),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214620;type=101,Japan,ōju Yōshū ga / no seal; First edition date: 1877; Genre:ukiyo-e; senso-e,,Image;StillImage,ihl-0445.jpg,image/jpeg
JSMAIHL.0446,Utagawa Kunimasa IV,Japanese,1888,Illustration of Azuma Bridge from Famous Places in Tokyo (diptych),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214621;type=101,Japan,Baidō Kunimasa hitsu / no seal; First edition date: 1888; Genre:ukiyo-e; meisho-e,,Image;StillImage,ihl-0446.jpg,image/jpeg
JSMAIHL.0447,Kobayashi Toshimitsu,Japanese,1877,Report on the Actual Condition at the Battlefield (triptych),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214622;type=101,Japan,ōju Shinsai ga / shinsai; First edition date: 1877; Genre:ukiyo-e; senso-e,,Image;StillImage,ihl-0447.jpg,image/jpeg
JSMAIHL.0448,Kobayashi Toshimitsu,Japanese,1877,The Wealthy Chiefs Inspecting the Decapitated Heads of Enemies (triptych),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214623;type=101,Japan,ōju Shinsai / no seal; First edition date: 1877; Genre:ukiyo-e; senso-e,,Image;StillImage,ihl-0448.jpg,image/jpeg
JSMAIHL.0449,Yōshū Chikanobu,Japanese,1877,Kagoshima senki (triptych),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214624;type=101,Japan,Yōshūsai Chikanobu hitsu / Toshidama seal with urnead characters inside; First edition date: 1877; Genre:ukiyo-e; senso-e,,Image;StillImage,ihl-0449.jpg,image/jpeg
JSMAIHL.0450,Yōshū Chikanobu,Japanese,1877,Illustration of the Rebels Being Suppressed at Kagoshima (triptych),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214625;type=101,Japan,Yōshūsai Chikanobu / Yōshū; First edition date: 1877; Genre:ukiyo-e; senso-e,,Image;StillImage,ihl-0450.jpg,image/jpeg
JSMAIHL.0451,Utagawa Kunimasa IV,Japanese,1877,Illustration of the Rebels Being Suppressed at Kagoshima (triptych),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214626;type=101,Japan,Baidō Kunimasa zu / Toshidama; First edition date: 1877; Genre:ukiyo-e; senso-e,,Image;StillImage,ihl-0451.jpg,image/jpeg
JSMAIHL.0455,Yōshū Chikanobu,Japanese,1878,Mirror of Our Country’s Revered Deities and Esteemed Emperors (triptych),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214627;type=101,Japan,Yōshū Chikanobu / Toshidama; First edition date: 1878; Genre:ukiyo-e; rekishi-e,,Image;StillImage,ihl-0455.jpg,image/jpeg
JSMAIHL.0458,,Japanese,1874,"Granddaughter-In-Law
No. 838 Tokyo Nichi Nichi Shinbun",,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214628;type=101,Japan,Keisai Yoshiiku / Yoshiiku ; First edition date: 1874; Genre:ukiyo-e; nishiki-e shinbun,,Image;StillImage,ihl-0458.jpg,image/jpeg
JSMAIHL.0459,WATANABE Nobukazu,Japanese,1894,Gossip: Sino-Japanese War [Break in the Fighting After Victory at Asan] (triptych),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214629;type=101,Japan,Yōsai Nobukazu hitsu / no seal; First edition date: 1894; Genre:ukiyo-e; senso-e,,Image;StillImage,ihl-0459.jpg,image/jpeg
JSMAIHL.0460,Tsukioka Yoshitoshi,Japanese,1877,Illustration of the Navy Landing at Sukuchi Village from the series Chronicle of the Conquest of Kagoshima (triptych),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214630;type=101,Japan,ōju Taiso Yoshitoshi / no seal ; First edition date: 1877; Genre:ukiyo-e; senso-e,,Image;StillImage,ihl-0460.jpg,image/jpeg
JSMAIHL.0461,Utagawa Hiroshige III,Japanese,1877,"Mat Making in Bingo Province
from the series Dai Nippon Bussan Zue (Products of Greater Japan) (See IHL Cat. #1921 for crepe version)",,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214631;type=101,Japan,Andō Tokubei / no seal; First edition date: 1877; Genre:ukiyo-e; kaika-e,,Image;StillImage,ihl-0461.jpg,image/jpeg
JSMAIHL.0462,Utagawa Hiroshige III,Japanese,1877,Sedge Hat Making in Kaga Province from the series Dai Nippon Bussan Zue (Products of Greater Japan) (see IHL Cat. #1502),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214632;type=101,Japan,Hiroshige hitsu / no seal; First edition date: 1877; Genre:ukiyo-e; kaika-e,,Image;StillImage,ihl-0462.jpg,image/jpeg
JSMAIHL.0473,Sekisai Kuniyasu,Japanese,April 1885,Illustration of Horse Racing at Shinobazu Ueno,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214633;type=101,Japan,Haruaki / unread seal; First edition date:  April 1885; Genre:ukiyo-e; kaika-e,,Image;StillImage,ihl-0473.jpg,image/jpeg
JSMAIHL.0474A and B,Utagawa Kunitoshi,Japanese,1881,"Famous Places in Tokyo, Kakigara cho Rice Trading Exchange and Etai Bridge (2 separate horizontal oban size prints joined)",,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214634;type=101,Japan,"Kunitoshi hitsu; First edition date: 1881; Genre:ukiyo-e,  meisho-e",,Image;StillImage,ihl-0474a and b.jpg,image/jpeg
JSMAIHL.0476,Kobayashi Kiyochika,Japanese,1888,Uesugi Kagetora from the series Instructive Models of Lofty Ambition (also see IHL #584),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214635;type=101,Japan,Kiyochika / no seal; First edition date: 1888; Genre:ukiyo-e; rekishi-e; kyōiku nishiki-e,,Image;StillImage,ihl-0476.jpg,image/jpeg
JSMAIHL.0477,Utagawa Kunitoshi,Japanese,1881,A List of Noted Places at the Second International Exposition at Ueno Park (triptych),Ukiyo-e woodblock print; ink and color on paper,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214636;type=101,Japan,Baiju Kunitoshi hitsu / unread seals; First edition date: 1881; Genre:Ukiyo-e,,Image;StillImage,ihl-0477.jpg,image/jpeg
JSMAIHL.0478,,Japanese,1889,"Yasaku, A Dutiful Son from the series Instructive Models of Lofty Ambition",,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214637;type=101,Japan,ōju Toshikata / Ōsai Toshikata; First edition date: 1889; Genre:ukiyo-e; rekishi-e; kyōiku nishiki-e,,Image;StillImage,ihl-0478.jpg,image/jpeg
JSMAIHL.0479,Inoue Tankei,Japanese,1886,"Kirino Toshiaki's Mistress, Akiko from the series Instructive Models of Lofty Ambition",,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214638;type=101,Japan,Inoue Tankei ga / Tankei; First edition date: 1886; Genre:ukiyo-e; rekishi-e; kyōiku nishiki-e,,Image;StillImage,ihl-0479.jpg,image/jpeg
JSMAIHL.0480,Yōshū Chikanobu,Japanese,1886,"Minamoto no Yorimitsu, No. 27 from the series Eastern Brocades, Day and Night Compared",,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214639;type=101,Japan,Yōshū Chikanobu hitsu / Toshidama; First edition date: 1886; Genre:ukiyo-e; monogatari-e,,Image;StillImage,ihl-0480.jpg,image/jpeg
JSMAIHL.0481,Hayakawa Shōzan,Japanese,1877,Surrender of Goryōkaku (by the Ezo rebels) (triptych),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214640;type=101,Japan,Shōgetsu Yasusei / no seal; First edition date: 1877; Genre:ukiyo-e; senso-e,,Image;StillImage,ihl-0481.jpg,image/jpeg
JSMAIHL.0482,Yamazaki Toshinobu,Japanese,1877,Retreat of the Insurgents to the Defensive Position at Hyūga (triptych),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214641;type=101,Japan,ōju Toshinobu ga / no seal; First edition date: 1877; Genre:ukiyo-e; senso-e,,Image;StillImage,ihl-0482.jpg,image/jpeg
JSMAIHL.0483,Utagawa Hiroshige III,Japanese,1874/1876,Ginza Brick Building from the series Famous Places in Tokyo,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214642;type=101,Japan,"Hiroshige ga / ""Hiro"" diamond seal ; First edition date: 1874/1876; Genre:nishiki-e; meisho-e",,Image;StillImage,ihl-0483.jpg,image/jpeg
JSMAIHL.0484,Utagawa Hiroshige III,Japanese,c. 1874,View from Asakusa Bridge to Yanagi Bridge from the series Famous Places in Tokyo,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214643;type=101,Japan,Hiroshige ga / no seal; First edition date: c. 1874; Genre:nishiki-e; meisho-e,,Image;StillImage,ihl-0484.jpg,image/jpeg
JSMAIHL.0486,UTAGAWA Yoshitaki,Japanese,1875,"Wedding Protest, No. 12 from the Osaka nishikiga shinbun",,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214644;type=101,Japan,Yoshitaki / no seal; First edition date: 1875; Genre:ukiyo-e; nishiki-e shinbun,,Image;StillImage,ihl-0486.jpg,image/jpeg
JSMAIHL.0487,HASEGAWA Sadanobu II,Japanese,c. 1875,"Old Man Receives Award, No. 9 from the Nichinichi Shinbun",,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214645;type=101,Japan,小信改二代 貞信画 Konobu the second changing to Sadanobu ga / no seal; First edition date: c. 1875; Genre:nishiki-e shinbun,,Image;StillImage,ihl-0487.jpg,image/jpeg
JSMAIHL.0494,Utagawa Hiroshige III,Japanese,1874,Edobashi from the series Tokyo fuka meisho zukushi,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214646;type=101,Japan,Hiroshige ga / no seal; First edition date: 1874; Genre:ukiyo-e; fūkeiga,,Image;StillImage,ihl-0494.jpg,image/jpeg
JSMAIHL.0496,Kobayashi Kiyochika,Japanese,1886,Minamoto no Yoshiie from the series Instructive Models of Lofty Ambitions,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214647;type=101,Japan,Kiyochika / Kiyochika; First edition date: 1886; Genre:ukiyo-e; rekishi-e; kyōiku nishiki-e,,Image;StillImage,ihl-0496.jpg,image/jpeg
