objectid,filename,title,creator,date,description,subject,location,latitude,longitude,identifier,type,format,culture,materials,measurements,credit,published,web_page,altnum
IHL.0516,ihl-0516.jpg,The True Story of Arashi from Osaka (diptych),Utagawa Hiroshige III,1874,?ju / Hiroshige seal; First edition date: 1874; Genre:ukiyo-e; nishiki-e shinbun,,Japan,,,IHL.0516,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0517,ihl-0517.jpg,Tsukuba Mountain Seen from Sakura River at Hitachi from the series Views of the Famous Sights of Japan,Kobayashi Kiyochika,March 1897,"Kiyochika / Kiyochika; First edition date: March 1897; Genre:Ukiyo-e, meisho-e",,Japan,,,IHL.0517,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0526,ihl-0526.jpg,No. 7 Greedy Merchant from the series A Didactic Mirror of Good and Evil,Sh?sai Ikkei,June 1872,Sh?sai Ikkei / no seal; First edition date: June 1872; Genre:ukiyo-e,,Japan,,,IHL.0526,Image;StillImage,image/jpeg,Japanese,Ukiyo-e woodblock print; ink and color on paper,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0527,ihl-0527.jpg,No. 7 Solicitous Merchant from the series A Didactic Mirror of Good and Evil,Sh?sai Ikkei,June 1872,Sh?sai Ikkei / no seal; First edition date: June 1872; Genre:ukiyo-e,,Japan,,,IHL.0527,Image;StillImage,image/jpeg,Japanese,Ukiyo-e woodblock print; ink and color on paper,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0528,ihl-0528.jpg,Illustration of the Attack on the Battery at Weihaiwei (Ikaiei in Japanese) (triptych),Kobayashi Kiyochika,1895,"Kiyochika / kiyo; First edition date: 1895; Genre:ukiyo-e, senso-e",,Japan,,,IHL.0528,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0529,ihl-0529.jpg,Illustration of the Viewing of the Captured Chinese Warship Chinen at Yokosuka Naval Port (triptych),,1895,"Sekiguchi Masajir?; First edition date: 1895; Genre:ukiyo-e, senso-e",,Japan,,,IHL.0529,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0530,ihl-0530.jpg,Captain Matsuzaki Crossing the Anj?-sen,,c. 1894,"unknown; First edition date: c. 1894; Genre:ukiyo-e, senso-e, kuchi-e",,Japan,,,IHL.0530,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0533,ihl-0533.jpg,"Making Chinese Soldiers Shiver from the series Long Live Japan: One Hundred Victories, One Hundred Laughs",Kobayashi Kiyochika,1895,Kiyochika / Kiyo; First edition date: 1895; Genre:senso-e; f?shiga; giga,,Japan,,,IHL.0533,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0534,ihl-0534.jpg,Spoiled Chinese Battleship Chinen from the series Comical Art Exhibit of the Sino-Japanese War,Kobayashi Kiyochika,1895,"Kiyochika / Kiyochika; First edition date: 1895; Genre:ukiyo-e, senso-e, giga",,Japan,,,IHL.0534,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0536,ihl-0536.jpg,"Iwami Province: Mount Takazuno, Salt Beach from the series Nihon chishi ryakuzu (Simple Illustrations of Places in Japan)",Utagawa Hiroshige III,1876,"Hiroshige ga / no seal; First edition date: 1876; Genre:ukiyo-e, f?kei-ga",,Japan,,,IHL.0536,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0537,ihl-0537.jpg,"Capturing Falcons in Iyo Province, figure 1 from the series Dai Nippon Bussan Zue (Products of Greater Japan) (see IHL Cat. #1508)",Utagawa Hiroshige III,1877,Hiroshige hitsu / no seal; First edition date: 1877; Genre:nishiki-e; kaika-e,,Japan,,,IHL.0537,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0538,ihl-0538.jpg,"Going Bankrupt from the series Long Live Japan: One Hundred Victories, One Hundred Laughs",Kobayashi Kiyochika,1894,Kiyochika / kiyo; First edition date: 1894; Genre:senso-e; f?shiga; giga,,Japan,,,IHL.0538,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0539,ihl-0539.jpg,Harvesting Lacquer in Mikawa Province from the series Dai Nippon Bussan Zue (Products of Greater Japan),Utagawa Hiroshige III,1877,Hiroshige hitsu / no seal; First edition date: 1877; Genre:nishiki-e; kaika-e,,Japan,,,IHL.0539,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0540,ihl-0540.jpg,Mandarin Orange Plantation in Kii Province from the series Dai Nippon Bussan Zue (Products of Greater Japan),Utagawa Hiroshige III,1877,Hiroshige hitsu / no seal; First edition date: 1877; Genre:nishiki-e; kaika-e,,Japan,,,IHL.0540,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0541,ihl-0541.jpg,White Sugar Production in Sanuki Province from the series Dai Nippon Bussan Zue (Products of Greater Japan),Utagawa Hiroshige III,1877,Hiroshige hitsu / no seal; First edition date: 1877; Genre:nishiki-e; kaika-e,,Japan,,,IHL.0541,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0542,ihl-0542.jpg,Camphor Manufacture in Hy?ga Province from the series Dai Nippon Bussan Zue (Products of Greater Japan),Utagawa Hiroshige III,1877,And? Tokubei / no seal; First edition date: 1877; Genre:nishiki-e; kaika-e,,Japan,,,IHL.0542,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0543,ihl-0543.jpg,The Battle at Tien-Chuang-Tai: The Gathering of Eleven Generals (triptych),,1895 May,Gekk? / ichigaku ichiei; First edition date: 1895 May; Genre:ukiyo-e; senso-e,,Japan,,,IHL.0543,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0544,ihl-0544.jpg,Sino-Japanese War: Japanese Military Might Captures Pyongyang (triptych),,1894,Gekk? / ichigaku ichiei; First edition date: 1894; Genre:ukiyo-e; senso-e,,Japan,,,IHL.0544,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0545,ihl-0545.jpg,Illustration of the Surrender of Port Arthur (triptych),,1894,Gekk? / Ungaikaku?; First edition date: 1894; Genre:ukiyo-e; senso-e,,Japan,,,IHL.0545,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0548,ihl-0548.jpg,"Illustrated Account of the Sino-Japanese War, Volume 5",KUBOTA Beisen (assisted by his sons Kubota Beisai and Kubota Kinsen),"Dec. 30, 1894","credits on colophon: ??? ? ? Kubota Beisen
??? ? ?Kubota Beisai
??? ? ? Kubota Kinsen; First edition date: Dec. 30, 1894; Genre:ehon; senso-e",,Japan,,,IHL.0548,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0549,ihl-0549.jpg,"Illustrated Account of the Sino-Japanese War, Volume 8",KUBOTA Beisen (as assisted by his sons Kubota Beisai and Kubota Kinsen),1895,"credits on colophon: ??? ? ? Kubota Beisen
??? ? ?Kubota Beisai
??? ? ? Kubota Kinsen; First edition date: 1895; Genre:ehon; senso-e",,Japan,,,IHL.0549,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0552,ihl-0552.jpg,"Iga Province: Ueno, Nagatagawa from the series Nihon chishi ryakuzu (Simple Illustrations of Places in Japan)",Utagawa Hiroshige III,1876,"Hiroshige ga / no seal; First edition date: 1876; Genre:ukiyo-e, f?kei-ga",,Japan,,,IHL.0552,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0554,ihl-0554.jpg,"Mustache shaving, opposite mirrors, laughing child, crying child from the series One Hundred Faces: Supplement to Thirty-Two Faces",Kobayashi Kiyochika,1883,Left top - H?ensha Kiyochika hitsu; Right top - Kiyochika hitsu; Right bottom - Kiyochika hitsu; Left bottom - H?ensha; First edition date: 1883; Genre:ukiyo-e; f?shiga; giga,,Japan,,,IHL.0554,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0555,ihl-0555.jpg,Illustation of Imperial Visit of Mikado Ingy? to Princess Sotoshi,Kobayashi Eitaku,1901,?ju Eitaku / unread seal; First edition date: 1901; Genre:ukiyo-e,,Japan,,,IHL.0555,Image;StillImage,image/jpeg,Japanese,Ukiyo-e woodblock print; ink and color on paper,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0556,ihl-0556.jpg,No. 8 Wasteful Man and Frugal Man from the series A Didactic Mirror of Good and Evil,Sh?sai Ikkei,June 1872,Sh?sai Ikkei / no seal; First edition date: June 1872; Genre:ukiyo-e,,Japan,,,IHL.0556,Image;StillImage,image/jpeg,Japanese,Ukiyo-e woodblock print; ink and color on paper,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0567,ihl-0567.jpg,"The Huge Win of the Armed Forces, Issue 4 from the Osaka newspaper Kagoshima-ken ari no sonomama",HASEGAWA Sadanobu II (attributed to),March 1877,not signed / not sealed; First edition date: March 1877; Genre:Nishiki-e shinbun,,Japan,,,IHL.0567,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0570,ihl-0570.jpg,Illustration of the Capture of the Gunboat S?k? from the series Sino-Japanese War Picture Book,Yukawa Hiromitsu,1894,Hiromitsu with Yukawa seal; First edition date: 1894; Genre:ukiyo-e; senso-e,,Japan,,,IHL.0570,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0571,ihl-0571.jpg,Illustration of the Hospitalization of the Captured Commander Tso Pao-kwei from the series Sino-Japanese War Picture Book,Yukawa Hiromitsu,1894,Hiromitsu with Hiromitsu seal; First edition date: 1894; Genre:ukiyo-e; senso-e,,Japan,,,IHL.0571,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0572,ihl-0572.jpg,From Kyobashi to Ginza from the series Thirty-six Views of Tokyo Civilization,Utagawa Hiroshige III,1874,Hiroshige ga / no seal; First edition date: 1874; Genre:kaika-e,,Japan,,,IHL.0572,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0684,ihl-0684.jpg,Presentation of the Emperor's Gift Cup for the second time to commanders involved in pacifying Western Japan (Saigoku),Utagawa Yoshitsuya II,1877,"Ichisei Yoshitsuya ga enclosed within gourd-shaped catourche; First edition date: 1877; Genre:ukiyo-e, senso-e",,Japan,,,IHL.0684,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0690,ihl-0690.jpg,Captain Matsuzaki Fights Bravely in the Battle of Songhwan (triptych),MIGITA Toshihide,1894,Toshihide / Gosai seal; First edition date: 1894; Genre:ukiyo-e; senso-e,,Japan,,,IHL.0690,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0691,ihl-0691.jpg,Chinzei Hachir? Tametomo from the series A Mirror of Strange Tales from China and Japan,Tsukioka Yoshitoshi,1880,not signed / no seal; First edition date: 1880; Genre:ukiyo-e,,Japan,,,IHL.0691,Image;StillImage,image/jpeg,Japanese,Ukiyo-e woodblock print; ink and color on paper,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0699,ihl-0699.jpg,Autumn Moon at T?in (triptych),Tsukioka Yoshitoshi,April 1884,Yoshitoshi / unread seal; First edition date: April 1884; Genre:ukiyo-e,,Japan,,,IHL.0699,Image;StillImage,image/jpeg,Japanese,Ukiyo-e woodblock print; ink and color on paper,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0709,ihl-0709.jpg,"A True Account of the Satsuma Rebellion in Kagoshima, Number 8",Utagawa Yoshimine,"April 18, 1877","not signed / ??
Gyokutei
; First edition date: April 18, 1877; Genre:nishiki-e shibun",,Japan,,,IHL.0709,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0712,ihl-0712.jpg,Hashiba Hideyoshi from the series Instructive Models of Lofty Ambitions,Tsukioka Yoshitoshi,1885,?ju Yoshitoshi / Taiso ; First edition date: 1885; Genre:ukiyo-e; rekishi-e; ky?iku nishiki-e,,Japan,,,IHL.0712,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0713,ihl-0713.jpg,"K?gy? Zushiki, Volume 4",Ko?no Bairei,1883,"artist's seal appears on last drawing in book, ""Mt. Fuji, May"".; First edition date: 1883; Genre:e-hon",,Japan,,,IHL.0713,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0757,ihl-0757.jpg,Lady Shizuka from the series Instructive Models of Lofty Ambition (blue-green border; also see #676),Inoue Yasuji,December 1885,Inoue Tankei ga / Tankei ; First edition date: December 1885; Genre:ukiyo-e; rekishi-e; ky?iku nishiki-e,,Japan,,,IHL.0757,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0758,ihl-0758.jpg,Tanaka Tsurukichi  from the series Instructive Models of Lofty Ambition,Inoue Yasuji,1889,Tankei / Tankei; First edition date: 1889; Genre:ukiyo-e; rekishi-e; ky?iku nishiki-e,,Japan,,,IHL.0758,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0759,ihl-0759.jpg,Koshikibu no Naishi from the series Instructive Models of Lofty Ambition (also see IHL #1401),Kobayashi Kiyochika,1886,Kiyochika / Kiyochika; First edition date: 1886; Genre:ukiyo-e; rekishi-e; ky?iku nishiki-e,,Japan,,,IHL.0759,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0762,ihl-0762.jpg,To ? from the series Ky?iku iroha tango,Kobayashi Kiyochika,1897,"Kiyochika / Kiyochika; First edition date: 1897; Genre:ukiyo-e; f?shiga, giga",,Japan,,,IHL.0762,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0763,ihl-0763.jpg,Yo ? from the series Ky?iku iroha tango,Kobayashi Kiyochika,1898,"Kiyochika / Kiyochika; First edition date: 1898; Genre:ukiyo-e; f?shiga, giga",,Japan,,,IHL.0763,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0765,ihl-0765.jpg,[Principles and Applications of the] Wheel and Axle from an untitled series on Mechanics (diptych),the Utagawa Kuniteru II,1873,not signed / not sealed; First edition date: 1873; Genre:ukiyo-e; ky?iku nishiki-e,,Japan,,,IHL.0765,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0766,ihl-0766.jpg,[Principles and Applications of the] Lever from an untitled series on Mechanics (diptych),the Utagawa Kuniteru II,1873,not signed / not sealed; First edition date: 1873; Genre:ukiyo-e; ky?iku nishiki-e,,Japan,,,IHL.0766,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0767,ihl-0767.jpg,[Principles and Applications of the] Wedge from an untitled series on Mechanics (diptych),the Utagawa Kuniteru II,1873,not signed / not sealed; First edition date: 1873; Genre:ukiyo-e; ky?iku nishiki-e,,Japan,,,IHL.0767,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0777,ihl-0777.jpg,Mr. Saig?'s Amazing Charm to Ward Off Cholera,Y?sh? Chikanobu,1877,Hashimoto Naoyoshi inside publisher's seal / no seal; First edition date: 1877; Genre:ukiyo-e; f?shi-ga,,Japan,,,IHL.0777,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0780,ihl-0780.jpg,Oda Nobunaga from the series Instructive Models of Lofty Ambition,Kobayashi Kiyochika,1885,Shinsei Kiyochika / no seal; First edition date: 1885; Genre:ukiyo-e; rekishi-e; ky?iku nishiki-e,,Japan,,,IHL.0780,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0814,ihl-0814.jpg,Illustration of the Imperial Palace Buildings (triptych),Utagawa Hiroshige III,1888,unsigned / Ry?sai seal; First edition date: 1888; Genre:nishiki-e; keidai-ga,,Japan,,,IHL.0814,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0825,ihl-0825.jpg,Beisen Sansui Gach? (Album of Fourteen Landscapes),KUBOTA Beisen,undated,various artist seals and signatures; First edition date: undated; Genre:orihon,,Japan,,,IHL.0825,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0833,ihl-0833.jpg,Complete Chronicle of the Subjugation of Kagoshima: Illustration of Government Forces Attacking Miyazaki (triptych),UTAGAWA Kunimatsu,1878,Utagawa Kunimatsu ???? within publisher's cartouche / no seal; First edition date: 1878; Genre:ukiyo-e; senso-e,,Japan,,,IHL.0833,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0834,ihl-0834.jpg,"Kabayama, the Head of the Naval Commanding Staff, on board Seiky?maru, Attacks Enemy Ship (triptych)",ADACHI Gink?,1894,Gink? / Heta no yokozuki; First edition date: 1894; Genre:ukiyo-e; senso-e,,Japan,,,IHL.0834,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0835,ihl-0835.jpg,"Man Ousts His Wife and Her Lover, No. 940 Tokyo Nichi Nichi Shinbun",,1875,Keisai Yoshiiku / Yoshiiku; First edition date: 1875; Genre:ukiyo-e; nishiki-e shinbun,,Japan,,,IHL.0835,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0839,ihl-0839.jpg,"The Notice Board at Yoshitsune's Cherry Tree from the series
Do?raku Kyo?kai (Hobby Association)",Kobayashi Kiyochika,1895,Kiyochika / kiyo; First edition date: 1895; Genre:ukiyo-e; giga,,Japan,,,IHL.0839,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0840,ihl-0840.jpg,Hangaku-j? from the series Instructive Models of Lofty Ambition,Y?sh? Chikanobu,1886,Y?sh? Chikanobu hitsu / no seal; First edition date: 1886; Genre:ukiyo-e; rekishi-e; ky?iku nishiki-e,,Japan,,,IHL.0840,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0841,ihl-0841.jpg,Arai Hakuseki from the series Instructive Models of Lofty Ambition,Mizuna Toshikata,1888,?ju Toshikata / ?sai Toshikata; First edition date: 1888; Genre:ukiyo-e; rekishi-e; ky?iku nishiki-e,,Japan,,,IHL.0841,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0845,ihl-0845.jpg,Illustration of the First Soldier on Top of Pyongyang Gate (triptych),Taguchi Beisaku,1894,Beisaku / no seal; First edition date: 1894; Genre:ukiyo-e; senso-e,,Japan,,,IHL.0845,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0864,ihl-0864.jpg,Illustration of the Great Training Maneuvers by Various Army Corps  (triptych),Y?sh? Chikanobu,1883,Y?sh? Chikanobu hitsu  / no seal; First edition date: 1883; Genre:ukiyo-e; kaika-e,,Japan,,,IHL.0864,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0865,ihl-0865.jpg,Record and Transcript of the Korea Incident (triptych),Y?sh? Chikanobu,1882,Y?sh? Chikanobu hitsu  / no seal; First edition date: 1882; Genre:ukiyo-e; senso-e,,Japan,,,IHL.0865,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0866,ihl-0866.jpg,Hotoke Gozen from the series Instructive Models of Lofty Ambition (with tan border),Inoue Yasuji,1885,Inoue Tankei ga / Tankei seal; First edition date: 1885; Genre:ukiyo-e; rishki-e; ky?iku nishiki-e,,Japan,,,IHL.0866,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0871,ihl-0871.jpg,"Some Sketches of the Japan-China War, Volume 1 (color lithography and woodblock)",Asai Ch?,1895,C. Asai on sketches / no seal; First edition date: 1895; Genre:,,Japan,,,IHL.0871,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0872,ihl-0872.jpg,"Some Sketches of the Japane-China War, Volume 3 (color lithography and woodblock)",Asai Ch?,1895,C. Asai on sketches / no seal; First edition date: 1895; Genre:,,Japan,,,IHL.0872,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0873,ihl-0873.jpg,"Some Sketches of the Japane-China War, Volume 4 (color lithography and woodblock)",Asai Ch?,1895,C. Asai on sketches / no seal; First edition date: 1895; Genre:,,Japan,,,IHL.0873,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
